NORAD_ID,Int_Designator,Epoch_Day,First_Derivative,Second_Derivative,BSTAR,Inclination,RAAN,Eccentricity,Argument_of_Perigee,Mean_Anomaly,Mean_Motion,Revolution_Number,Name,Group
1580,65072A,112.9126846,1.045e-05,0.0,32.379,98.3712,279.2719,0.0229579,207.5266,151.3605,14.29232426,7297,Unknown,Unknown
1584,65073A,112.65660332,-1.01e-06,0.0,-1.9933,56.0573,199.9404,0.0215457,74.3607,72.8859,12.51910317,72478,Unknown,Unknown
1585,65073B,112.78584561,-6.9e-07,0.0,15.972,56.0635,333.6504,0.0203682,182.3139,279.1578,12.47456422,71329,Unknown,Unknown
1586,65073C,112.86973524,-9.3e-07,0.0,0.27238,56.0614,63.511,0.0186923,328.7666,60.2642,12.43339369,70622,Unknown,Unknown
1589,65073F,112.88250809,-1.4e-07,0.0,59.977,56.0501,92.2879,0.015916,188.9034,186.6713,12.33049635,68386,Unknown,Unknown
1616,65078B,112.92452504,7.091e-05,0.0,61.167,144.2241,103.0043,0.0995369,273.3676,75.3815,13.31365905,69454,Unknown,Unknown
1642,65082D,112.70609811,2.079e-05,0.0,24.164,32.0928,240.4071,0.0023435,2.0959,357.9787,14.83444915,17507,Unknown,Unknown
1646,65082H,112.74542127,2.251e-05,0.0,31.294,32.3108,12.7616,0.0002963,353.8069,6.2546,14.76386152,15797,Unknown,Unknown
1668,65082AF,112.72508726,3.191e-05,0.0,39.904,32.0672,221.9261,0.0014696,30.7846,329.3662,14.80862958,15593,Unknown,Unknown
1671,65082AJ,112.91512705,1.021e-05,0.0,22.834,32.1623,344.4885,0.0052213,93.1565,267.5053,14.53559322,12519,Unknown,Unknown
1682,65082AV,112.87842812,3.419e-05,0.0,51.362,32.4129,0.6965,0.0049648,274.6009,84.8975,14.72461469,12844,Unknown,Unknown
1684,65082AX,112.90192152,5.02e-05,0.0,134.98,32.2139,52.778,0.0170187,17.1702,343.4607,14.38779557,8193,Unknown,Unknown
1716,65082BX,112.7475868,1.487e-05,0.0,31.497,32.1896,253.1178,0.0038297,162.3156,197.8829,14.56936424,14712,Unknown,Unknown
1722,65082CD,112.83167179,1.411e-05,0.0,26.143,32.4185,278.1892,0.0027711,340.1286,19.8285,14.63309328,13737,Unknown,Unknown
1726,65089A,112.82004073,-7.5e-07,0.0,-0.93486,59.3825,254.0515,0.0712721,306.4444,210.5068,11.97072075,59933,Unknown,Unknown
1729,65089B,112.76169279,-1.2e-07,0.0,37.879,59.3953,238.83,0.0708778,276.0798,243.5688,11.97560948,60006,Unknown,Unknown
1738,65093A,112.8034235,2.19e-06,0.0,10.418,59.7075,234.7938,0.0132233,14.1876,346.2818,14.41543819,9577,Unknown,Unknown
1739,65093B,112.72943833,1.481e-05,0.0,37.045,59.7041,236.0541,0.0073741,222.037,137.5002,14.54530776,10914,Unknown,Unknown
1805,65096B,112.90993363,2.623e-05,0.0,54.672,34.2484,357.4966,0.0589626,170.1478,191.1336,13.86306167,94632,Unknown,Unknown
1807,65098C,112.74304428,1.122e-05,0.0,36.701,79.839,37.5867,0.1333529,163.4424,201.4997,12.27414263,62170,Unknown,Unknown
1815,65101B,112.71255115,4.866e-05,0.0,51.898,75.845,17.3902,0.0006339,159.9343,200.2098,14.88992264,558,Unknown,Unknown
1829,65082DU,112.95933673,5.333e-05,0.0,57.799,32.2907,354.0612,0.0024852,108.6953,251.6402,14.86848214,15787,Unknown,Unknown
1859,65082ES,112.97447888,1.299e-05,0.0,32.148,32.126,78.3863,0.0067594,257.8933,101.4128,14.4852622,12608,Unknown,Unknown
1864,65109A,112.86154573,2.94e-06,0.0,26.319,89.0552,277.0455,0.0111594,50.0994,310.9918,13.78904326,97817,Unknown,Unknown
